Name,Type,City,State or Country,Offical_Web,Introduction,Industries,Campaign,Transactions,Location,Team,References,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US","Paul A Mondello
President",https://network.axial.net/company/oaktree-capital-management-lp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Redpoint Ventures,Venture Capital ,Menlo Park, CA,http://www.redpoint.com/,"Redpoint Ventures has helped entrepreneurs build innovative businesses that defy convention, shape the future, and change the world. From early investments in industry pioneers like Netflix, TiVo, and Juniper to companies such as RightMedia, Zimbra, Heroku, LifeSize, Danger, Fortinet, and HomeAway, we stand behind our entrepreneurs helping them go all the way to the top. With our deep experience and focus on quality, we offer entrepreneurs a culture and approach that values mutual respect, meaningful relationships, and an intense commitment to succeed. Redpoint (http://www.redpoint.com) was founded in 1999 and currently has over $2.5 billion under management. Its partners have been involved in 41 IPOs and 66 upside acquisitions. The firm is headquartered in Menlo Park, CA with offices in Los Angeles, SÌ£o Paulo, Brazil and Shanghai, China. Redpoint's portfolio includes leaders in Consumer Internet Services & Applications; Broadband Infrastructure; Enterprise Software & Cloud Computing; Interactive Media, Content & Advertising; Mobile Platforms and Applications; Semiconductor Materials and Devices; Energy and Environment; and Other Areas of Interest. The consistent thread running through each of these companies: Great entrepreneurs developing innovative technologies that address large market opportunities. A list of current investments can be found at: http://redpoint.com/portfolio/current-investments/.

    Show Less",[],[],"
March 2011
BranchOut raised capital from Redpoint Ventures.

Industries
Internet Software & Services
","Headquarters HQ
3000 Sand Hill Road, Building 2, Suite 290
Menlo Park, CA 94025
US
Satellite 
1366 Nanjing Road West, Plaza 66, Tower 2, Suite 3205
Shanghai, Shanghai 200040
CN
Satellite 
11150 Santa Monica Boulevard, Suite 1200
Los Angeles, CA 90025
US","Alex Clayton

Edward Suh

Tom Tunguz",https://network.axial.net/company/oaktree-capital-management-lp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Innovative Food Holdings,Venture Capital ,Bonita Springs, FL,https://network.axial.net/a/company/innovative-food-holdings/,"Innovative Food Holdings is actively seeking to acquire specialty food related businesses as add on acquisitions to it's growing specialty food platform. In addition, Innovative Food Holdings makes synergistic investments in early stage food and foodtech businesses. Innovative Food Holdings also manages Food Hatch, a food and foodtech focused investment accelerator. Innovative Food Holdings, through its subsidiaries, is a leading nationwide provider of direct from source specialty foods, healthcare foods, gluten free foods, and unique artisanal foods, to the professional foodservice market. Innovative Food Holdings also manages the leading 4PL white label specialty food program in the United Sates. Core focus is on Foodservice with a growing presence in the direct to consumer space. Many of Innovative Food Holdings' 7,000+ products are used on a daily basis by approximately 30,000 of some of the leading professional chefs and home chefs across the United States.

    Show Less",Distribution:Food Distributors,[],"
March 2013
The Haley Group  was acquired by Innovative Food Holdings.

Industries
Food Distributors

March 2012

Innovative Food Holdings acquired Artisan Specialty Foods.
Industries
Food Distributors
","Headquarters HQ
28411 Race Track Road, 
Bonita Springs, FL 34135
US","Sam Klepfish
CEO",https://network.axial.net/company/oaktree-capital-management-lp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

American Investments LLC,Venture Capital ,San Diego, CA,http://www.american-investmentsllc.com,"American Investments is an investment company that provides a unique platform for investing in financial services and real estate. Tab Turner, our Chairman, drives an experienced management team to constantly improve the basic earning power of our companies to add value to shareholders. Consisting of service companies in the financial service and real estate industries, our platform, in combination with knowledge and capabilities of the leadership team, allows American Investments to make informed and accurate decisions, resulting in a sustainable competitive advantage.",Real Estate:Real Estate Development; Real Estate Operating Companies; Real Estate Services,"

Colorado High Yield Fund L.P.
Financial Services
$10.0M - $12.5M
$8.3M - $8.6M

",,"Headquarters HQ
6920 Miramar Road, Suite 300
San Diego, CA 92121
US","Larry Kimball
Managing Member",https://network.axial.net/company/oaktree-capital-management-lp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Benchmark Capital,Venture Capital ,Menlo Park, CA,http://www.benchmark.com/,"We focus solely on helping entrepreneurs win.Teamwork enables us to offer a superior level of service to the entrepreneursand companies we back:SENIOR TEAMWe're a small senior team of General Partners with equal contribution, compensation and authority.DEEP NETWORKWe use our deep network and our focus on mobile, social and cloud to help early-stage entrepreneurs build great companies.COMMITMENTWe choose to make investments reflecting a meaningful commitment of time and effort to entrepreneurs. We aim to be your first call and to be there when you need us.",[],[],,"Headquarters HQ
2480 Sand Hill Road, Suite 200
Menlo Park, CA 94025
US","Gus Fuldner
Vice President",https://network.axial.net/company/oaktree-capital-management-lp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Option 3 Ventures,Venture Capital ,New York, NY,http://www.option3ventures.com,"Option3Ventures is a business accelerator that specializes in growing, and investing in, the highest quality companies in information security, analytics, and management. Our operating team combines deep cybersecurity sales, marketing, technology, finance, and investment expertise gained from decades of experience in the DoD/Intelligence Community, commercial cybersecurity sector, and prominent financial services institutions.We aim to directly accelerate the revenue of companies with proven products that are disruptive in their market, allowing us to create long term shareholder value. We have written the code, remediated the breaches, and sold hundreds of million of dollars of advanced information security products & services across numerous government and commercial verticals. Our operating team is enhanced by an active Advisory Board comprised of former CIOs of organizations that range from the Department of Defense, U.S. CYBERCOMMAND and CIA to Fortune 50 Companies.

    Show Less",Technology:Application Software; Communications Equipment; Computer Hardware; Hardware; Internet Software & Services; Software,[],,"Headquarters HQ
200 Park Avenue, Suite 1700
New York, NY 10166
US","Bill Sanford

Manish Thakur
Partner",https://network.axial.net/company/oaktree-capital-management-lp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

IDG Ventures Vietnam,Venture Capital ,Ho Chi Minh City, Vietnam,http://www.idgvv.com.vn,"IDG Ventures Vietnam is the first technology venture capital fund in Vietnam. Since 2004, we‰Ûªve been working with entrepreneurs to grow innovative and market-leading companies. IDGVV currently has $100 million under management, with investments in over 40 companies in the technology, media, telecommunications, and consumer sectors. Our offices are located in Ho Chi Minh City, Hanoi and Singapore. Our anchor Limited Partner investor is International Data Group (IDG), the world‰Ûªs largest IT media company. IDG Ventures is a global family of 5 locally-managed funds in China, Vietnam, India, Korea, and the United States totaling over $3.7 billion under management. As one of the truly global venture firms, IDG Ventures has invested in over 350 companies over the last 17 years.

    Show Less","Business Services:Advertising; Data Processing & Outsourced Services; Human Resource & Employment Services; IT Consulting & Other Services; Payment Processors

Consumer Goods:Consumer Durables & Apparel; Consumer Electronics

Consumer Services:Education Services

Financial Services:Consumer Finance; Payment Processors

Health Care:Health Care Technology

Media:Advertising; Broadcasting; Digital & Social Media; Movies & Entertainment; Publishing

Real Estate:Real Estate Services

Retail:Internet Retail

Technology:Application Software; Financial Technology; Hardware; Health Care Technology; Semiconductor Equipment; Semiconductors; Software

Telecommunications:Integrated Telecommunication Services

Show Less",[],"
October 2009
VNG Corporation was acquired by Goldman Sachs.

Industries
Advertising, Advertising, Casino & Gaming Operators, +4 more

October 2008
PeaceSoft was acquired by Softbank.

Industries
Internet Retail, Internet Software & Services, Payment Processors, +1 more

September 2008

IDG Ventures Vietnam provided capital to YAN Group.
Industries
Advertising, Broadcasting, Cable & Satellite, +5 more

March 2008

IDG Ventures Vietnam provided capital to VatGia JSC.
Industries
Advertising, Computer & Electronics Retail, Consumer Electronics, +4 more

September 2007

IDG Ventures Vietnam provided capital to VC Corporation.
Industries
Advertising, Digital & Social Media, Internet Software & Services, +2 more
","Headquarters HQ
2 Hai Trieu Street, Bitexco Financial Tower, 57th Floor
Ho Chi Minh City, Vietnam 700000
VN","Don Ho
Associate",https://network.axial.net/company/oaktree-capital-management-lp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ABS Capital Partners,Venture Capital ,Baltimore, MD,http://www.abscapital.com/,"We focus on the very best late-stage growth companies. Our companies typically have greater than $20 million in revenue and the capacity to achieve more than 25 percent growth in the four sectors where our partners have spent their careers: business and education services, health care, media and communications and technology. We don't just provide capital; we actively partner with CEOs to help them build their businesses and reach the next stage of success. Our priority is investing in the best growth companies‰ÛÓnot completing certain types of transactions or investing specific amounts. We...
